eventID,totalE_units,totalMIPs,energy_GeV
62,1.704498541143e+03,1.548057434206e+02,1.646745302802e+00
63,1.806293834676e+03,1.616334311074e+02,1.719374795602e+00
64,1.942862949135e+03,1.988466476197e+02,2.115230195665e+00
65,1.964292564938e+03,2.114900965913e+02,2.249724819348e+00
66,1.976327711350e+03,2.111935399246e+02,2.246570199325e+00
67,1.965497871426e+03,2.071275042498e+02,2.203317765657e+00
68,1.967081324965e+03,2.067877140360e+02,2.199703248999e+00
69,1.797661284773e+03,1.801124348551e+02,1.915945103329e+00
70,1.897535707794e+03,1.843523355828e+02,1.961047025605e+00
71,1.971890119772e+03,2.143414949127e+02,2.280056554388e+00
72,1.970444299208e+03,2.113313534587e+02,2.248036190088e+00
73,1.977787691211e+03,2.093311136056e+02,2.226758648895e+00
74,1.956581982339e+03,2.197303942356e+02,2.337380943336e+00
75,1.937120952078e+03,1.859086085666e+02,1.977601871500e+00
76,1.846552176954e+03,1.819561180903e+02,1.935557274301e+00
77,1.868419848826e+03,1.903661118980e+02,2.025018540359e+00
78,1.952175383720e+03,1.961999590765e+02,2.087076059842e+00
79,1.950635234311e+03,2.105954050177e+02,2.240207542316e+00
80,1.964797201450e+03,1.999938094712e+02,2.127433123986e+00
81,1.976399858351e+03,1.925061766730e+02,2.047783468442e+00
82,1.905652106865e+03,1.953281199939e+02,2.077801876066e+00
83,1.907129241941e+03,1.834615484401e+02,1.951571281937e+00
84,1.824567380565e+03,1.833710467390e+02,1.950608570555e+00
85,1.915217086377e+03,1.864550343646e+02,1.983414473127e+00
86,1.948523957064e+03,2.070083136985e+02,2.202049876779e+00
87,1.965658912929e+03,2.135838586339e+02,2.271997202353e+00
88,1.905850432702e+03,1.973384300296e+02,2.099186538775e+00
89,1.889836983875e+03,2.048974551868e+02,2.179595630171e+00
90,1.784414087495e+03,1.594764139957e+02,1.696429537124e+00
91,1.748599183636e+03,1.614438538355e+02,1.717358168343e+00
92,1.813149060576e+03,1.625979227354e+02,1.729634570355e+00
93,1.774913118988e+03,1.809934186906e+02,1.925316564367e+00
94,1.830211316393e+03,1.756058051481e+02,1.868005852902e+00
95,1.784071152836e+03,1.717167988268e+02,1.826636568076e+00
96,1.860437150021e+03,1.782215140035e+02,1.895830442454e+00
97,1.774829734454e+03,1.683146198694e+02,1.790445906841e+00
98,1.689499752589e+03,1.540900417221e+02,1.639132029650e+00
99,1.806709006488e+03,1.793531633828e+02,1.907868356931e+00
100,1.828686055045e+03,1.817109660742e+02,1.932949470985e+00
101,1.776440444884e+03,1.685075660087e+02,1.792498370409e+00
102,1.796097264247e+03,1.865880666562e+02,1.984829603449e+00
103,1.748393388111e+03,1.638874959818e+02,1.743352399160e+00
104,1.721371529473e+03,1.553393003655e+02,1.652421012071e+00
105,1.806652694827e+03,1.517539608356e+02,1.614281981184e+00
106,1.930142097809e+03,2.009946120308e+02,2.138079156087e+00
107,1.945842397045e+03,2.004631574743e+02,2.132425810965e+00
108,1.960653409539e+03,2.107192548942e+02,2.241524994743e+00
109,1.949296046975e+03,1.862183281585e+02,1.980896512072e+00
110,1.926274041400e+03,1.891585450894e+02,2.012173054617e+00
111,1.865472173553e+03,1.705744029090e+02,1.814484337351e+00
112,1.829233187209e+03,1.629346731672e+02,1.733216751350e+00
113,1.949269253900e+03,2.008475500423e+02,2.136514784938e+00
114,1.968336266482e+03,2.114762142565e+02,2.249577146082e+00
115,1.969896585888e+03,2.105919365795e+02,2.240170646822e+00
116,1.982125361449e+03,2.095600158851e+02,2.229193595721e+00
117,1.941539557277e+03,2.034646734621e+02,2.164354421913e+00
118,1.795744529808e+03,1.803218344281e+02,1.918172590214e+00
119,1.861116676985e+03,1.804142325522e+02,1.919155474786e+00
120,1.928498084432e+03,2.085185465563e+02,2.218114971069e+00
121,1.977941316130e+03,2.117119667584e+02,2.252084962114e+00
122,1.985117015303e+03,2.104010576826e+02,2.238140173534e+00
123,1.963291409048e+03,2.202011443180e+02,2.342388544927e+00
124,1.951180183778e+03,1.868529579760e+02,1.987647383506e+00
125,1.815488196484e+03,1.789266978731e+02,1.903331832256e+00
126,1.819392081280e+03,1.850993290769e+02,1.968993165073e+00
127,1.937949233682e+03,1.944526106295e+02,2.068488649686e+00
128,1.984941502183e+03,2.146945451941e+02,2.283812124949e+00
129,1.962345484884e+03,1.998307356770e+02,2.125698427335e+00
130,1.963838090844e+03,1.915899751461e+02,2.038037379392e+00
131,1.963935042495e+03,2.014676611965e+02,2.143111214165e+00
132,1.825502362590e+03,1.749145692844e+02,1.860652834941e+00
133,1.841357646858e+03,1.857321276177e+02,1.975724556310e+00
134,1.931377588113e+03,1.885291372561e+02,2.005477732013e+00
135,1.930997334464e+03,2.033383267204e+02,2.163010409095e+00
136,1.934562814308e+03,2.103457968856e+02,2.237552337088e+00
137,1.943216083254e+03,2.015806716686e+02,2.144313362483e+00
138,1.927754549963e+03,2.084740539312e+02,2.217641680998e+00
139,1.820937285126e+03,1.644495110799e+02,1.749330831888e+00
140,1.697262224166e+03,1.571940545098e+02,1.672150949782e+00
141,1.751339010538e+03,1.555242708833e+02,1.654388635007e+00
142,1.799469591061e+03,1.843868029137e+02,1.961413671661e+00
143,1.883954263229e+03,1.814104366347e+02,1.929752590612e+00
144,1.786195492302e+03,1.719393911824e+02,1.829004393118e+00
145,1.840293385263e+03,1.762831015659e+02,1.875210590077e+00
146,1.649867274709e+03,1.563522224183e+02,1.663195965220e+00
147,1.701631283256e+03,1.547146804287e+02,1.645776620692e+00
148,1.790041185401e+03,1.784060471994e+02,1.897793413381e+00
149,1.807880797365e+03,1.793550129764e+02,1.907888031973e+00
150,1.824400112369e+03,1.733018443817e+02,1.843497482048e+00
151,1.870155547322e+03,1.934335277465e+02,2.057648160738e+00
152,1.841734462923e+03,1.739950682259e+02,1.850871647141e+00
153,1.720374503914e+03,1.552582713279e+02,1.651559066098e+00
154,1.830664693876e+03,1.542515111581e+02,1.640849659949e+00
155,1.951698076161e+03,2.029007440368e+02,2.158355625540e+00
156,1.915862795789e+03,1.971455581350e+02,2.097134864984e+00
157,1.951455015269e+03,2.091509686039e+02,2.224842357362e+00
158,1.933674797873e+03,1.845576957451e+02,1.963231543280e+00
159,1.934859615806e+03,1.896188301910e+02,2.017069335028e+00
160,1.840277487603e+03,1.691601443692e+02,1.799440169377e+00
161,1.844300928433e+03,1.663529059408e+02,1.769578184972e+00
162,1.940963189142e+03,1.990794833043e+02,2.117706984067e+00
163,1.984651520663e+03,2.135492554692e+02,2.271629111365e+00
164,1.979654754666e+03,2.113916696455e+02,2.248677803216e+00
165,1.980436336909e+03,2.085739583836e+02,2.218704414098e+00
166,1.956162356196e+03,2.044049553982e+02,2.174356666193e+00
167,1.769114651320e+03,1.772596486655e+02,1.885598604847e+00
168,1.746633986210e+03,1.688363455979e+02,1.795995761606e+00
169,1.957323271484e+03,2.118273053811e+02,2.253311876123e+00
170,1.984327058997e+03,2.128399940867e+02,2.264084347041e+00
171,1.982617576869e+03,2.102212963641e+02,2.236227963429e+00
172,1.962087831191e+03,2.209727086505e+02,2.350596056562e+00
173,1.955513731360e+03,1.883876706858e+02,2.003972882096e+00
174,1.806327653878e+03,1.781618069769e+02,1.895195309264e+00
175,1.838957313800e+03,1.868397607856e+02,1.987506998460e+00
176,1.955650593689e+03,1.973709569915e+02,2.099532544165e+00
177,1.973879024890e+03,2.133080835202e+02,2.269063645993e+00
178,1.951326198533e+03,1.993346525456e+02,2.120421345566e+00
179,1.943833947298e+03,1.893451587231e+02,2.014158156189e+00
180,1.953093476761e+03,2.010066568796e+02,2.138207283105e+00
181,1.845208672705e+03,1.773107715217e+02,1.886142423968e+00
182,1.771783109743e+03,1.784055612021e+02,1.897788243587e+00
183,1.924688812666e+03,1.879971470901e+02,1.999818689348e+00
184,1.930240478839e+03,2.049412937865e+02,2.180061963051e+00
185,1.946757662240e+03,2.116777966450e+02,2.251721477707e+00
186,1.958756244962e+03,2.034393031058e+02,2.164084544877e+00
187,1.927135618766e+03,2.086347747485e+02,2.219351347868e+00
188,1.809881806969e+03,1.622193245455e+02,1.725607234049e+00
189,1.671344279671e+03,1.546473587880e+02,1.645060487084e+00
190,1.807594758730e+03,1.600517424680e+02,1.702549590801e+00
191,1.805437527047e+03,1.843751489840e+02,1.961289703044e+00
192,1.718270202531e+03,1.638182964247e+02,1.742616289226e+00
193,1.775716914297e+03,1.710557742721e+02,1.819604922761e+00
194,1.743016006381e+03,1.660715294661e+02,1.766585044164e+00
195,1.702194968734e+03,1.610340612139e+02,1.712999001430e+00
196,1.770817014617e+03,1.614714924284e+02,1.717652173735e+00
197,1.781996202878e+03,1.777850925905e+02,1.891188011909e+00
198,1.829209827799e+03,1.816434716595e+02,1.932231499494e+00
199,1.758417741155e+03,1.678132077267e+02,1.785112137740e+00
200,1.828678577124e+03,1.899426126330e+02,2.020513569096e+00
201,1.725639609240e+03,1.623093509692e+02,1.726564889671e+00
202,1.653241799817e+03,1.491303841324e+02,1.586373697440e+00
203,1.747553337074e+03,1.460333895202e+02,1.553429433114e+00
204,1.878536290294e+03,1.942423983936e+02,2.066252518103e+00
205,1.952939570309e+03,2.011559658863e+02,2.139795556899e+00
206,1.956319484473e+03,2.099058019761e+02,2.232871893492e+00
207,1.948557172281e+03,1.868956430059e+02,1.988101445292e+00
208,1.922383974660e+03,1.890632050620e+02,2.011158875564e+00
209,1.806034463007e+03,1.644029684261e+02,1.748835734646e+00
210,1.895420134779e+03,1.701315114237e+02,1.809773081444e+00
211,1.942680040457e+03,2.010689641005e+02,2.138870075848e+00
212,1.961517930479e+03,2.102535066318e+02,2.236570599986e+00
213,1.974262990302e+03,2.108763379321e+02,2.243195964753e+00
214,1.972435713292e+03,2.083312739208e+02,2.216122859368e+00
215,1.947502591232e+03,2.041579268447e+02,2.171728901220e+00
216,1.820879268099e+03,1.827498057278e+02,1.944000122480e+00
217,1.789284160439e+03,1.735424565776e+02,1.846056993050e+00
218,1.917008204691e+03,2.067679834799e+02,2.199493365310e+00
219,1.972282301118e+03,2.116580130094e+02,2.251511029385e+00
220,1.971984732123e+03,2.086889971768e+02,2.219928138672e+00
221,1.963415146980e+03,2.202626278594e+02,2.343042575784e+00
222,1.974913515422e+03,1.895696235545e+02,2.016545899684e+00
223,1.818834870631e+03,1.793196481998e+02,1.907511839343e+00
224,1.886893499468e+03,1.916065769805e+02,2.038213981321e+00
225,1.928204533088e+03,1.940023129331e+02,2.063698610247e+00
226,1.952962914395e+03,2.110458242045e+02,2.244998874108e+00
227,1.977474993614e+03,2.018256858537e+02,2.146919699623e+00
228,1.974263663901e+03,1.917278841629e+02,2.039504385853e+00
229,1.911940844735e+03,1.969027723121e+02,2.094552232036e+00
230,1.777728462541e+03,1.709439358979e+02,1.818415242628e+00
231,1.827463614591e+03,1.842932595162e+02,1.960418604249e+00
232,1.955380800633e+03,1.913490414062e+02,2.035474447968e+00
233,1.949671558945e+03,2.065763916514e+02,2.197455308214e+00
234,1.940058883501e+03,2.112366924982e+02,2.247029234605e+00
235,1.949582073742e+03,2.019700906076e+02,2.148455804453e+00
236,1.877576297086e+03,2.026479924731e+02,2.155666982075e+00
237,1.776454826717e+03,1.587112019599e+02,1.688289598012e+00
238,1.622001889762e+03,1.496059870314e+02,1.591432920842e+00
239,1.693920005682e+03,1.514766899110e+02,1.611332513144e+00
240,1.841977691325e+03,1.885012423043e+02,2.005180999607e+00
241,1.790410898079e+03,1.710851106371e+02,1.819916988194e+00
242,1.834207537041e+03,1.766350624552e+02,1.878954572235e+00
243,1.785279136917e+03,1.703590152833e+02,1.812193152586e+00
244,1.712527566785e+03,1.623541657365e+02,1.727041606528e+00
245,1.727364996412e+03,1.572759671932e+02,1.673022295532e+00
246,1.813343960757e+03,1.804578792357e+02,1.919619766158e+00
247,1.800247336360e+03,1.786032258152e+02,1.899890899897e+00
248,1.767523563951e+03,1.674473831324e+02,1.781220680493e+00
249,1.821991073101e+03,1.878054446689e+02,1.997779455824e+00
250,1.795613450206e+03,1.691376808942e+02,1.799201214277e+00
251,1.693781993223e+03,1.525565497034e+02,1.622819516155e+00
252,1.781990892805e+03,1.487213221318e+02,1.582022302504e+00
253,1.899210810271e+03,1.962602704086e+02,2.087717621328e+00
254,1.960815845154e+03,2.020998617209e+02,2.149836244006e+00
255,1.952751887770e+03,2.088951239680e+02,2.222120811357e+00
256,1.953872858491e+03,1.875466401455e+02,1.995026424032e+00
257,1.938201673681e+03,1.903158457712e+02,2.024483834692e+00
258,1.843757837792e+03,1.683635401979e+02,1.790966296585e+00
259,1.873685522166e+03,1.698599764542e+02,1.806884629597e+00
260,1.925508916607e+03,1.985032604853e+02,2.111577416781e+00
261,1.973331171183e+03,2.119326743467e+02,2.254432737954e+00
262,1.977105180802e+03,2.111304779698e+02,2.245899378104e+00
263,1.970920143426e+03,2.076768371464e+02,2.209161291533e+00
264,1.952837598416e+03,2.047671884828e+02,2.178209918775e+00
265,1.750191646569e+03,1.748560816119e+02,1.860030672625e+00
266,1.849058334385e+03,1.798775010083e+02,1.913445995736e+00
267,1.964039346798e+03,2.135831344718e+02,2.271989499082e+00
268,1.986417251033e+03,2.132586093735e+02,2.268537365011e+00
269,1.977350477519e+03,2.092285502396e+02,2.225667631614e+00
270,1.955816224285e+03,2.196905636686e+02,2.336957245884e+00
271,1.972676052368e+03,1.896101007723e+02,2.016976475881e+00
272,1.756341980738e+03,1.735495748988e+02,1.846132714155e+00
273,1.789603105468e+03,1.824526129584e+02,1.940838735918e+00
274,1.957235553169e+03,1.959364659232e+02,2.084273152773e+00
275,1.984462933024e+03,2.151173068140e+02,2.288309249515e+00
276,1.952259402921e+03,1.986416188057e+02,2.113049202706e+00
277,1.962901063985e+03,1.914786567144e+02,2.036853230145e+00
278,1.933982474327e+03,1.988662962786e+02,2.115439208173e+00
279,1.808023037419e+03,1.733450608064e+02,1.843957196545e+00
280,1.882034311660e+03,1.895025017324e+02,2.015831891645e+00
281,1.916202595157e+03,1.873082419922e+02,1.992490464897e+00
282,1.985583015803e+03,2.113716059944e+02,2.248464376230e+00
283,1.947277542368e+03,2.122914162198e+02,2.258248852792e+00
284,1.931546084306e+03,2.005695728564e+02,2.133557804047e+00
285,1.915165975292e+03,2.070144596305e+02,2.202115254099e+00
286,1.769081835567e+03,1.580286863444e+02,1.681029341648e+00
287,1.582239871946e+03,1.456973290203e+02,1.549854591267e+00
288,1.820611477838e+03,1.626555536600e+02,1.730247619021e+00
289,1.833755377300e+03,1.885726891998e+02,2.005941015592e+00
290,1.821016375171e+03,1.743059359276e+02,1.854178500725e+00
291,1.855254287581e+03,1.787111180187e+02,1.901038602658e+00
292,1.811940326544e+03,1.728401065568e+02,1.838585748301e+00
293,1.684609353435e+03,1.596113580133e+02,1.697865003420e+00
294,1.697876627981e+03,1.543357648451e+02,1.641745908112e+00
295,1.798554952596e+03,1.795450408035e+02,1.909909452011e+00
296,1.849408142978e+03,1.836633802527e+02,1.953718266810e+00
297,1.895932057447e+03,1.807378734812e+02,1.922598203511e+00
298,1.891135069860e+03,1.952701179576e+02,2.077184879702e+00
299,1.799546515743e+03,1.696281436503e+02,1.804418509333e+00
300,1.676097272140e+03,1.513754385104e+02,1.610255451888e+00
301,1.768362681284e+03,1.481941401439e+02,1.576414406807e+00
302,1.931214225486e+03,2.002513253991e+02,2.130172448350e+00
303,1.954736388689e+03,2.013926663192e+02,2.142313456542e+00
304,1.953720761603e+03,2.083233044340e+02,2.216038083993e+00
305,1.939218795011e+03,1.872472764769e+02,1.991841944540e+00
306,1.933451470691e+03,1.901225212161e+02,2.022427345727e+00
307,1.856775742531e+03,1.703773865135e+02,1.812388576453e+00
308,1.746761952754e+03,1.576410301336e+02,1.676905650691e+00
309,1.938483366692e+03,1.989513280672e+02,2.116343733389e+00
310,1.986286972262e+03,2.135280507078e+02,2.271403545825e+00
311,1.972498684594e+03,2.107282022924e+02,2.241620172645e+00
312,1.960584874133e+03,2.068277258441e+02,2.200128874402e+00
313,1.919142107384e+03,2.010546691014e+02,2.138718012869e+00
314,1.848392258603e+03,1.857004423425e+02,1.975387504358e+00
315,1.871350627608e+03,1.819835330635e+02,1.935848900938e+00
316,1.954070940301e+03,2.108956756970e+02,2.243401670129e+00
317,1.987441662763e+03,2.132809922173e+02,2.268775462397e+00
318,1.966334246019e+03,2.079256238974e+02,2.211807759322e+00
319,1.946601452095e+03,2.178446476581e+02,2.317321323776e+00
320,1.934047548006e+03,1.852174652966e+02,1.970249838506e+00
321,1.795234927138e+03,1.771480609449e+02,1.884411591041e+00
322,1.807277312172e+03,1.838533373454e+02,1.955738934410e+00
323,1.948078618366e+03,1.959781519863e+02,2.084716588056e+00
324,1.968908141630e+03,2.128211192010e+02,2.263883565542e+00
325,1.958946176215e+03,1.995814305150e+02,2.123046444951e+00
326,1.971104762038e+03,1.921040233069e+02,2.043505564070e+00
327,1.938195263252e+03,1.994178012145e+02,2.121305839105e+00
328,1.813364749815e+03,1.742898293282e+02,1.854007166856e+00
329,1.838987624371e+03,1.858846606012e+02,1.977347125141e+00
330,1.883638623909e+03,1.836607259402e+02,1.953690031574e+00
331,1.944812499716e+03,2.062308005719e+02,2.193779084877e+00
332,1.953849925001e+03,2.128545413583e+02,2.264239093568e+00
333,1.956920246684e+03,2.033664264648e+02,2.163309319982e+00
334,1.933726562564e+03,2.091572935446e+02,2.224909638886e+00
335,1.722927138894e+03,1.539930853279e+02,1.638100656503e+00
336,1.808139061282e+03,1.677935566977e+02,1.784903100021e+00
337,1.717819081196e+03,1.530688812653e+02,1.628269440521e+00
338,1.807705351519e+03,1.853271215613e+02,1.971416306459e+00
339,1.758160359314e+03,1.672112981078e+02,1.778709327253e+00
340,1.838303109062e+03,1.769845974125e+02,1.882672748552e+00
341,1.836685278030e+03,1.761430608981e+02,1.873720908190e+00
342,1.774480598623e+03,1.681096421703e+02,1.788265457617e+00
343,1.689309817139e+03,1.543350668157e+02,1.641738482828e+00
344,1.839739320371e+03,1.835649149979e+02,1.952670843166e+00
345,1.817475804819e+03,1.804612288386e+02,1.919655397542e+00
346,1.762079431361e+03,1.673670398569e+02,1.780366029310e+00
347,1.860758718813e+03,1.931404097222e+02,2.054530119255e+00
348,1.842250253392e+03,1.729304842750e+02,1.839547140815e+00
349,1.760509553861e+03,1.594492166220e+02,1.696140225201e+00
350,1.840414277998e+03,1.548469369303e+02,1.647183498550e+00
351,1.877693408570e+03,1.938752223948e+02,2.062346685297e+00
352,1.933903272705e+03,1.986623879123e+02,2.113270133971e+00
353,1.937150070514e+03,2.074828241292e+02,2.207097479055e+00
354,1.943534898850e+03,1.864795198251e+02,1.983674937089e+00
355,1.934109062735e+03,1.901197925115e+02,2.022398319146e+00
356,1.825535831968e+03,1.663269942251e+02,1.769302549229e+00
357,1.755140624629e+03,1.581431815165e+02,1.682247283455e+00
358,1.950321630466e+03,2.008917545336e+02,2.136985009988e+00
359,1.964894209208e+03,2.116181339436e+02,2.251086816027e+00
360,1.982703254458e+03,2.116443957981e+02,2.251366176370e+00
361,1.968022530468e+03,2.071902258012e+02,2.203984965839e+00
362,1.923892298087e+03,2.013780661678e+02,2.142158147506e+00
363,1.864411449998e+03,1.865072961583e+02,1.983970407691e+00
364,1.843385010119e+03,1.792559695280e+02,1.906834457798e+00
365,1.920930443437e+03,2.073504532055e+02,2.205689384032e+00
366,1.957640479248e+03,2.094869713706e+02,2.228416585071e+00
367,1.957114870114e+03,2.069777259013e+02,2.201724499242e+00
368,1.968330936685e+03,2.208876575626e+02,2.349691326051e+00
369,1.948850804268e+03,1.889027133992e+02,2.009451646322e+00
370,1.866859961174e+03,1.845392912421e+02,1.963035765474e+00
371,1.814308030228e+03,1.849373856515e+02,1.967270492714e+00
372,1.934225488150e+03,1.949916499632e+02,2.074222677838e+00
373,1.953711510551e+03,2.109021199572e+02,2.243470220914e+00
374,1.974215916758e+03,2.011804077792e+02,2.140055557409e+00
375,1.968939533201e+03,1.918876917964e+02,2.041204338735e+00
376,1.943767283062e+03,2.003920300961e+02,2.131669193844e+00
377,1.887927975701e+03,1.811473705275e+02,1.926954226243e+00
378,1.830474050757e+03,1.849552277708e+02,1.967460288167e+00
379,1.953626783880e+03,1.905689493806e+02,2.027176223041e+00
380,1.951077150653e+03,2.068595141278e+02,2.200467022108e+00
381,1.942458132952e+03,2.112751092612e+02,2.247437892725e+00
382,1.964363645697e+03,2.035628506525e+02,2.165398781273e+00
383,1.936192613984e+03,2.094354783891e+02,2.227868828744e+00
384,1.815512522750e+03,1.626520548974e+02,1.730210400952e+00
385,1.757900586803e+03,1.623809891617e+02,1.727326940577e+00
386,1.816488390457e+03,1.618020780023e+02,1.721168776083e+00
387,1.857495700800e+03,1.899132765152e+02,2.020201506293e+00
388,1.870813344637e+03,1.791966331950e+02,1.906203267860e+00
389,1.823740573195e+03,1.755303708681e+02,1.867203421134e+00
390,1.854026553080e+03,1.775181583528e+02,1.888348500322e+00
391,1.725305358595e+03,1.633841854687e+02,1.737998436155e+00
392,1.782926399532e+03,1.632737379238e+02,1.736823550962e+00
393,1.816393474980e+03,1.812057622306e+02,1.927575367686e+00
394,1.792818619546e+03,1.783516679181e+02,1.897214954055e+00
395,1.822315464381e+03,1.730733946297e+02,1.841067348981e+00
396,1.863008395224e+03,1.935040481846e+02,2.058398321536e+00
397,1.826654042931e+03,1.719646323863e+02,1.829272896296e+00
398,1.682459315374e+03,1.519366443781e+02,1.616225276432e+00
399,1.811761204443e+03,1.519005471720e+02,1.615841292587e+00
400,1.925590344345e+03,1.998052826363e+02,2.125427670744e+00
401,1.954887099376e+03,2.010123176730e+02,2.138267499766e+00
402,1.919714781738e+03,2.053692390852e+02,2.184614228974e+00
403,1.970372808079e+03,1.880701266962e+02,2.000595009533e+00
404,1.904114782989e+03,1.866789489819e+02,1.985796363723e+00
405,1.779868067562e+03,1.623230031247e+02,1.726710114405e+00
406,1.862587234936e+03,1.666838410268e+02,1.773098505255e+00
407,1.945751289268e+03,2.006041823140e+02,2.133925961975e+00
408,1.956975359599e+03,2.103676428444e+02,2.237784723364e+00
409,1.936194101709e+03,2.069588595286e+02,2.201523808300e+00
410,1.968634372440e+03,2.073841172187e+02,2.206047484801e+00
411,1.923397910685e+03,2.017764772027e+02,2.146396242850e+00
412,1.880299851173e+03,1.881955407319e+02,2.001929100696e+00
413,1.875993858114e+03,1.819909058138e+02,1.935927328531e+00
414,1.942086770093e+03,2.103537766676e+02,2.237637221979e+00
415,1.965581389719e+03,2.105578367138e+02,2.239807909675e+00
416,1.950481343964e+03,2.062528304602e+02,2.194013427700e+00
417,1.968977893407e+03,2.207211103803e+02,2.347919681252e+00
418,1.950143838832e+03,1.873259708021e+02,1.992679055022e+00
419,1.822277449332e+03,1.799868319852e+02,1.914609003443e+00
420,1.799797585014e+03,1.830942745165e+02,1.947664407455e+00
421,1.943621288851e+03,1.954266440670e+02,2.078849925389e+00
422,1.967357196660e+03,2.125890644477e+02,2.261415084291e+00
423,1.970476299478e+03,2.008710654411e+02,2.136764929873e+00
424,1.960283347382e+03,1.910367122228e+02,2.032152047880e+00
425,1.942543613729e+03,1.992164358343e+02,2.119163815905e+00
426,1.866734463708e+03,1.791829430928e+02,1.906057639468e+00
427,1.740730817808e+03,1.751725879546e+02,1.863397507224e+00
428,1.944469232756e+03,1.897351321584e+02,2.018306496611e+00
429,1.935637093726e+03,2.056793412222e+02,2.187912938868e+00
430,1.947292483971e+03,2.117991415039e+02,2.253012283023e+00
431,1.974566180999e+03,2.048298406469e+02,2.178876380849e+00
432,1.940503782301e+03,2.082221475076e+02,2.214962027706e+00
433,1.688115378655e+03,1.511118481234e+02,1.607451510496e+00
434,1.747769079419e+03,1.616368947041e+02,1.719411639595e+00
