eventID,totalE_units,totalMIPs,energy_GeV
32,9.897018446228e+02,9.648139521725e+01,1.026320347496e+00
33,9.657941733797e+02,9.974868476210e+01,1.061076123296e+00
34,9.305489366327e+02,9.001241890405e+01,9.575066450950e-01
35,9.156073099595e+02,9.249662990991e+01,9.839324269470e-01
36,9.712553021908e+02,9.494643053718e+01,1.009992168573e+00
37,9.842346326213e+02,1.047353132364e+02,1.114121358152e+00
38,9.664004402813e+02,1.050381164671e+02,1.117342425968e+00
39,9.784399096981e+02,1.015955940587e+02,1.080722611479e+00
40,9.458431202125e+02,1.024835839349e+02,1.090168599239e+00
41,8.039230479487e+02,7.186637791571e+01,7.644782270161e-01
42,8.543424834698e+02,7.900749257624e+01,8.404417976444e-01
43,9.461252017561e+02,8.454981858920e+01,8.993982622224e-01
44,9.219508944921e+02,9.394546310942e+01,9.993443826866e-01
45,9.413397017123e+02,8.988759574807e+01,9.561788394126e-01
46,9.451265981597e+02,9.223989265281e+01,9.812013856895e-01
47,8.792416129516e+02,8.394670528386e+01,8.929826475257e-01
48,8.737344353995e+02,8.274802900979e+01,8.802317347993e-01
49,8.053462230937e+02,7.373626147447e+01,7.843691037959e-01
50,9.324537565292e+02,9.265488586008e+01,9.856158738065e-01
51,9.105410913819e+02,8.995712774528e+01,9.569184856768e-01
52,9.249034651000e+02,8.822055692254e+01,9.384457224437e-01
53,9.370881971048e+02,9.673240671294e+01,1.028990480996e+00
54,9.130103960731e+02,8.619278810629e+01,9.168753420460e-01
55,8.696337983474e+02,7.860913373676e+01,8.362042575297e-01
56,8.417266967455e+02,7.004154418050e+01,7.450665675037e-01
57,9.565656273197e+02,9.917779226477e+01,1.055003257279e+00
58,9.303682618838e+02,9.561182186996e+01,1.017070265468e+00
59,9.780112937559e+02,1.049894910181e+02,1.116825173003e+00
60,9.607066619381e+02,9.207465321428e+01,9.794436520084e-01
61,9.606457715801e+02,9.423273629526e+01,1.002400249730e+00
62,8.446235810206e+02,7.678129571150e+01,8.167606398972e-01
63,9.147686260091e+02,8.312665357519e+01,8.842593516746e-01
64,9.747673445351e+02,1.010507573681e+02,1.074926913974e+00
65,9.848517645451e+02,1.058859666480e+02,1.126361427925e+00
66,9.806197424081e+02,1.045943712868e+02,1.112622088885e+00
67,9.832774121242e+02,1.043040438985e+02,1.109533732779e+00
68,9.748203178476e+02,1.021609706253e+02,1.086736801811e+00
69,9.376218856639e+02,9.418742164026e+01,1.001918215319e+00
70,9.316508522962e+02,9.136261587000e+01,9.718693584053e-01
71,9.719576230524e+02,1.049777983693e+02,1.116700792512e+00
72,9.837496918690e+02,1.054601490833e+02,1.121831795761e+00
73,9.934176682185e+02,1.051898719180e+02,1.118956723800e+00
74,9.808239967630e+02,1.108484834829e+02,1.179150175341e+00
75,9.807100992744e+02,9.386821376860e+01,9.985226432193e-01
76,8.983295998633e+02,8.881319596472e+01,9.447499172197e-01
77,9.129486368039e+02,9.289970696697e+01,9.882201570771e-01
78,9.771030085897e+02,9.878481798466e+01,1.050822995387e+00
79,9.672392965557e+02,1.046424884896e+02,1.113133935384e+00
80,9.824306414604e+02,1.002577576160e+02,1.066491383172e+00
81,9.806421704406e+02,9.631884153436e+01,1.024591183527e+00
82,9.822989281367e+02,1.006552018458e+02,1.070719194131e+00
83,9.222393723294e+02,8.864794217137e+01,9.429920308393e-01
84,9.483900570506e+02,9.554696008120e+01,1.016380298522e+00
85,9.618761967943e+02,9.387448020882e+01,9.985893024450e-01
86,9.843572073179e+02,1.045440322855e+02,1.112086608017e+00
87,9.803159970266e+02,1.064990442001e+02,1.132883037246e+00
88,9.707585708632e+02,1.002255004822e+02,1.066148248077e+00
89,9.727912133520e+02,1.050418221929e+02,1.117381845608e+00
90,9.054520801316e+02,8.142182011094e+01,8.661241944299e-01
91,8.493967483425e+02,7.822382946930e+01,8.321055853579e-01
92,8.777501390831e+02,7.859883586924e+01,8.360947140167e-01
93,9.279826485199e+02,9.466033566684e+01,1.006948835855e+00
94,9.420531901317e+02,9.017073739384e+01,9.591907572193e-01
95,8.510816897887e+02,8.181191557243e+01,8.702738329036e-01
96,9.184796928191e+02,8.808359225625e+01,9.369887615075e-01
97,8.725341458518e+02,8.258548567303e+01,8.785026808869e-01
98,8.629849330465e+02,7.927528321321e+01,8.432904191738e-01
99,8.569692308001e+02,8.534574973257e+01,9.078649756836e-01
100,9.168287896618e+02,9.137669935325e+01,9.720191713863e-01
101,9.358092126937e+02,8.873982339459e+01,9.439694168807e-01
102,9.172589572833e+02,9.548631747639e+01,1.015735213124e+00
103,8.707286428242e+02,8.231275693339e+01,8.756015303158e-01
104,8.358672784900e+02,7.543174707173e+01,8.024048231533e-01
105,9.107454859290e+02,7.712207057342e+01,8.203856307457e-01
106,9.433440767050e+02,9.711158623359e+01,1.033024001205e+00
107,9.775271130226e+02,1.004090646955e+02,1.068100911455e+00
108,9.618268123725e+02,1.023929598336e+02,1.089204585827e+00
109,9.880614239956e+02,9.488085278228e+01,1.009294585541e+00
110,9.718731076293e+02,9.532562768290e+01,1.014025876269e+00
111,9.317163490130e+02,8.531558479487e+01,9.075440963134e-01
112,8.774706261887e+02,7.826744760799e+01,8.325695730848e-01
113,9.797237580928e+02,1.008312137913e+02,1.072591520300e+00
114,9.848793847939e+02,1.054468052801e+02,1.121689851123e+00
115,9.870129288016e+02,1.054167459282e+02,1.121370094921e+00
116,9.854259582109e+02,1.035759279265e+02,1.101788402856e+00
117,9.606512590621e+02,1.004788852479e+02,1.068843627224e+00
118,9.253237160324e+02,9.251725055998e+01,9.841517790065e-01
119,8.805743370914e+02,8.533169376500e+01,9.077154554006e-01
120,9.464245069319e+02,1.027125079011e+02,1.092603776757e+00
121,9.897653414999e+02,1.061516093358e+02,1.129187200656e+00
122,9.883213412178e+02,1.044979471990e+02,1.111596378146e+00
123,9.908523654595e+02,1.120088214063e+02,1.191493264059e+00
124,9.783238309642e+02,9.345095511364e+01,9.940840564142e-01
125,9.335582248433e+02,9.229088885023e+01,9.817438574784e-01
126,9.307109101433e+02,9.480769968932e+01,1.008516419889e+00
127,9.803250327033e+02,9.867405995648e+01,1.049644807430e+00
128,9.814502515061e+02,1.065893562467e+02,1.133843731179e+00
129,9.816576556262e+02,1.004123459962e+02,1.068135816275e+00
130,9.929334084512e+02,9.657175288088e+01,1.027281526680e+00
131,9.494686616413e+02,9.726480115682e+01,1.034653824166e+00
132,9.251075650413e+02,8.893851172971e+01,9.460829630280e-01
133,8.685398736914e+02,8.772939121439e+01,9.332209497387e-01
134,9.436034155064e+02,9.143910859498e+01,9.726830493755e-01
135,9.691281159557e+02,1.031181260208e+02,1.096918537428e+00
136,9.831379098454e+02,1.072457736726e+02,1.140826368185e+00
137,9.776510903777e+02,1.015173651413e+02,1.079890451772e+00
138,9.675643345094e+02,1.044039649249e+02,1.110596642186e+00
139,9.104832548008e+02,8.184149358563e+01,8.705884688676e-01
140,8.708712249109e+02,8.016614284579e+01,8.527669339528e-01
141,9.397280172727e+02,8.379812103230e+01,8.914020833107e-01
142,9.042068334130e+02,9.249527314307e+01,9.839179943468e-01
143,9.006073069698e+02,8.668753117081e+01,9.221381688611e-01
144,8.861486318438e+02,8.548145036544e+01,9.093084904708e-01
145,9.383606848718e+02,8.978610758829e+01,9.550992596326e-01
146,8.349805766822e+02,7.898204719127e+01,8.401711224922e-01
147,8.561320232284e+02,7.796463652310e+01,8.293484217201e-01
148,9.092019679594e+02,9.044205532556e+01,9.620769003284e-01
149,8.961266224164e+02,8.887770303689e+01,9.454361108695e-01
150,8.675543315542e+02,8.271093922649e+01,8.798371924194e-01
151,9.116652549458e+02,9.444501321929e+01,1.004658344422e+00
152,8.913295820381e+02,8.383743197672e+01,8.918202532807e-01
153,8.585267751519e+02,7.760575432151e+01,8.255308141387e-01
154,8.866129178592e+02,7.372128621400e+01,7.842098045394e-01
155,9.572440852876e+02,9.952400543735e+01,1.058686098130e+00
156,9.700570885952e+02,9.973093078089e+01,1.060887265412e+00
157,9.670097290940e+02,1.023329843489e+02,1.088566596915e+00
158,9.750331351781e+02,9.361820956398e+01,9.958632247731e-01
159,9.003937681129e+02,8.760193499489e+01,9.318651348566e-01
160,8.998763551725e+02,8.193298527897e+01,8.715617112869e-01
161,9.400925058128e+02,8.403407009493e+01,8.939119902560e-01
162,9.556315575206e+02,9.805715643444e+01,1.043082499374e+00
163,9.630241489346e+02,1.031714660857e+02,1.097485942096e+00
164,9.792267718845e+02,1.047778888722e+02,1.114574256260e+00
165,9.674468345865e+02,1.015870544917e+02,1.080631771879e+00
166,9.672381014496e+02,1.002697478107e+02,1.066618928806e+00
167,8.665811035060e+02,8.682195364620e+01,9.235680872546e-01
168,9.225663465211e+02,8.955582479677e+01,9.526496276173e-01
169,9.709321022695e+02,1.050853793411e+02,1.117845184548e+00
170,9.892832637749e+02,1.058259310804e+02,1.125722799883e+00
171,9.795974637830e+02,1.032099583388e+02,1.097895403241e+00
172,9.724465337421e+02,1.090723712405e+02,1.160256790459e+00
173,9.667454854014e+02,9.311429893279e+01,9.905028780146e-01
174,8.918100887877e+02,8.808235836205e+01,9.369756359643e-01
175,8.969093244136e+02,9.135662414582e+01,9.718056214701e-01
176,9.503963227286e+02,9.535573919499e+01,1.014346187324e+00
177,9.833485364499e+02,1.063074919469e+02,1.130845401133e+00
178,9.716713769713e+02,9.930617066762e+01,1.056368881882e+00
179,9.933969241427e+02,9.759775806924e+01,1.038195651617e+00
180,9.537817201264e+02,9.808785424864e+01,1.043409047215e+00
181,9.202900775171e+02,8.787868159972e+01,9.348090254481e-01
182,9.239281967165e+02,9.362860317713e+01,9.959737867797e-01
183,9.634359769243e+02,9.442540702536e+01,1.004449783634e+00
184,9.814926317882e+02,1.041419723989e+02,1.107809698032e+00
185,9.745321229880e+02,1.058704916930e+02,1.126196813171e+00
186,9.482379919271e+02,9.843245118276e+01,1.047074695337e+00
187,9.623930936123e+02,1.036464191811e+02,1.102538253216e+00
188,9.121323059874e+02,8.176685167160e+01,8.697944658894e-01
189,7.868432615549e+02,7.262272038777e+01,7.725238161891e-01
190,8.762323462897e+02,7.796269446543e+01,8.293277630917e-01
191,8.879404525567e+02,9.103710423557e+01,9.684067300611e-01
192,9.151307973891e+02,8.737287024737e+01,9.294284597780e-01
193,8.503142336892e+02,8.167104813687e+01,8.687753562794e-01
194,8.356898083464e+02,7.982885293644e+01,8.491790142695e-01
195,8.503389669859e+02,8.078388074740e+01,8.593381177174e-01
196,9.175806939237e+02,8.371359544299e+01,8.905029427873e-01
197,9.162662652188e+02,9.145253198972e+01,9.728258406683e-01
198,8.824321122997e+02,8.756264670622e+01,9.314472058871e-01
199,8.819006588439e+02,8.360233890671e+01,8.893194519524e-01
200,9.076829035965e+02,9.464012530865e+01,1.006733848273e+00
201,9.081992403089e+02,8.580349524688e+01,9.127342412478e-01
202,8.593637852109e+02,7.762839720644e+01,8.257716777112e-01
203,9.235838427843e+02,7.808894086368e+01,8.306707085064e-01
204,9.697342022091e+02,1.010117730858e+02,1.074512218871e+00
205,9.762177064466e+02,1.004206268480e+02,1.068223903794e+00
206,9.767574660545e+02,1.041683711501e+02,1.108090514613e+00
207,9.813287266761e+02,9.440380041760e+01,1.004219943455e+00
208,9.656866379731e+02,9.551077646423e+01,1.015995395482e+00
209,8.946896049653e+02,8.122728778424e+01,8.640548578009e-01
210,9.005164319927e+02,8.130861732585e+01,8.649200003833e-01
211,9.734862878999e+02,1.002726751823e+02,1.066650068707e+00
212,9.833126785979e+02,1.057893582670e+02,1.125333756767e+00
213,9.927656929898e+02,1.059397432855e+02,1.126933476631e+00
214,9.919327109790e+02,1.047285839843e+02,1.114049775768e+00
215,9.763369726823e+02,1.023119472729e+02,1.088342815126e+00
216,8.990385178262e+02,8.995401904588e+01,9.568854169028e-01
217,8.361090717686e+02,8.124685842307e+01,8.642630403712e-01
218,9.742310300590e+02,1.054044889375e+02,1.121239711246e+00
219,9.834879986429e+02,1.052658581811e+02,1.119765027284e+00
220,9.864932450025e+02,1.044283369531e+02,1.110855899511e+00
221,9.768412239788e+02,1.102973066028e+02,1.173287034102e+00
222,9.771700972638e+02,9.432369723736e+01,1.003367846285e+00
223,9.304830216292e+02,9.178729597321e+01,9.763868908282e-01
224,9.022064303037e+02,9.153281130101e+01,9.736798114310e-01
225,9.878886132386e+02,9.948096117999e+01,1.058228215062e+00
226,9.817236900945e+02,1.062177877398e+02,1.129891173090e+00
227,9.842210568105e+02,1.006083820573e+02,1.070221148870e+00
228,9.844545983131e+02,9.601911423933e+01,1.021402835961e+00
229,9.573867992255e+02,9.835145927810e+01,1.046213144366e+00
230,9.055385698062e+02,8.697158690388e+01,9.251598102668e-01
231,8.735232171157e+02,8.843563839995e+01,9.407336505581e-01
232,9.572170465888e+02,9.268046523512e+01,9.858879742774e-01
233,9.671075271534e+02,1.021309221079e+02,1.086417160861e+00
234,9.623536339913e+02,1.048213196614e+02,1.115036251058e+00
235,9.680958867614e+02,1.004925229917e+02,1.068988698654e+00
236,9.734651196597e+02,1.046499624145e+02,1.113213439221e+00
237,8.829688618037e+02,7.906661831917e+01,8.410707474321e-01
238,9.147181505645e+02,8.470002055894e+01,9.009960349063e-01
239,9.157493155830e+02,8.182758629058e+01,8.704405300877e-01
240,8.982493507689e+02,9.171952347652e+01,9.756659612417e-01
241,9.325522945162e+02,8.896637315447e+01,9.463793387912e-01
242,9.160286677024e+02,8.801987640442e+01,9.363109844600e-01
243,9.228973239152e+02,8.867245105262e+01,9.432527439381e-01
244,8.956955406303e+02,8.495112994859e+01,9.036672097526e-01
245,9.038938580815e+02,8.233062809445e+01,8.757916347000e-01
246,9.318166216523e+02,9.311769726267e+01,9.905390277313e-01
247,9.366050400937e+02,9.339265694622e+01,9.934639099568e-01
248,9.251170321489e+02,8.879512989463e+01,9.445577394917e-01
249,8.727537746754e+02,9.063911639124e+01,9.641731364054e-01
250,8.794551962561e+02,8.296489397106e+01,8.825386347141e-01
251,8.228546297987e+02,7.409317983035e+01,7.881658209786e-01
252,9.258725897267e+02,7.794440148565e+01,8.291331716130e-01
253,9.663781261456e+02,1.004217961110e+02,1.068236341823e+00
254,9.791883111050e+02,1.008251221231e+02,1.072526720210e+00
255,9.355973125478e+02,9.955535566074e+01,1.059019585970e+00
256,9.840936045308e+02,9.401550168166e+01,1.000089417640e+00
257,9.561665492255e+02,9.390384685115e+01,9.989016899524e-01
258,8.631377509644e+02,7.825261525252e+01,8.324117939794e-01
259,9.096453794063e+02,8.140320091611e+01,8.659261328403e-01
260,9.836082828054e+02,1.015911344055e+02,1.080675171941e+00
261,9.911818666115e+02,1.064753563012e+02,1.132631057343e+00
262,9.831363796144e+02,1.054629243563e+02,1.121861317714e+00
263,9.940703158564e+02,1.057159296740e+02,1.124552660485e+00
264,9.721562346345e+02,1.019025868251e+02,1.083988245460e+00
265,9.502407893785e+02,9.536820527249e+01,1.014478795160e+00
266,9.101796417600e+02,8.857720009927e+01,9.422395124096e-01
267,9.845410020119e+02,1.068294156840e+02,1.136397362213e+00
268,9.825693505128e+02,1.053651107319e+02,1.120820825785e+00
269,9.961221658043e+02,1.052972232025e+02,1.120098672539e+00
270,9.796333866627e+02,1.105792019571e+02,1.176285694489e+00
271,9.606595822253e+02,9.169343082812e+01,9.753884008281e-01
272,9.338948835593e+02,9.205086465464e+01,9.791906013271e-01
273,9.543554144092e+02,9.729259273396e+01,1.034949456925e+00
274,9.438147287293e+02,9.467324566201e+01,1.007086165862e+00
275,9.731011747773e+02,1.046842983624e+02,1.113578687692e+00
276,9.816475733115e+02,9.984978259996e+01,1.062151551028e+00
277,9.815422332891e+02,9.547828636918e+01,1.015649782262e+00
278,9.635920904923e+02,9.963936013594e+01,1.059913183145e+00
279,8.950154452116e+02,8.599638892251e+01,9.147861467344e-01
280,8.670232323909e+02,8.763499448509e+01,9.322168050142e-01
281,9.792279515622e+02,9.611698050378e+01,1.022443887848e+00
282,9.500877779728e+02,1.008444980890e+02,1.072732831949e+00
283,9.861192925174e+02,1.072836827899e+02,1.141229626226e+00
284,9.733324676088e+02,1.011939951570e+02,1.076450605219e+00
285,9.623876416026e+02,1.044267994548e+02,1.110839544381e+00
286,9.094625756051e+02,8.132412894684e+01,8.650850051721e-01
287,8.704434759176e+02,8.008844970999e+01,8.519404736187e-01
288,9.502744754201e+02,8.494395165619e+01,9.035908507040e-01
289,8.270331258708e+02,8.460078602019e+01,8.999404280086e-01
290,9.393759692170e+02,9.088428206927e+01,9.667810850498e-01
291,9.293297290349e+02,9.000522341862e+01,9.574301031556e-01
292,9.475077827607e+02,9.063937743662e+01,9.641759132743e-01
293,8.721943046262e+02,8.277450151232e+01,8.805133359094e-01
294,8.980507257837e+02,8.225287253747e+01,8.749645103609e-01
295,9.271846140722e+02,9.258417853234e+01,9.848637249697e-01
296,8.922411509466e+02,8.888881326804e+01,9.455542958965e-01
297,9.266993671960e+02,8.903466496122e+01,9.471057925357e-01
298,9.286156653348e+02,9.537326671027e+01,1.014532636178e+00
299,9.647886164589e+02,9.093787271158e+01,9.673511552329e-01
300,8.742791491691e+02,7.896272010501e+01,8.399655307111e-01
301,9.168057014408e+02,7.711292055084e+01,8.202882974273e-01
302,9.605133130006e+02,1.000553549478e+02,1.064338325826e+00
303,9.581707830197e+02,9.853284002567e+01,1.048142581139e+00
304,9.635283757928e+02,1.028357047267e+02,1.093914282360e+00
305,9.818463175185e+02,9.402072294078e+01,1.000144958757e+00
306,9.774097247472e+02,9.648650786201e+01,1.026374733228e+00
307,9.096633362245e+02,8.246944463669e+01,8.772682949572e-01
308,8.728494078375e+02,7.844301948760e+01,8.344372180550e-01
309,9.459182767448e+02,9.752431111791e+01,1.037414360048e+00
310,9.917915364921e+02,1.065633674515e+02,1.133567275503e+00
311,9.735186861003e+02,1.037416183290e+02,1.103550933664e+00
312,9.931070278931e+02,1.046295631653e+02,1.112996442313e+00
313,9.585047824161e+02,1.004815185244e+02,1.068871638689e+00
314,9.177733942275e+02,9.204863498916e+01,9.791668832720e-01
315,9.559886430291e+02,9.547918482212e+01,1.015659339551e+00
316,9.648371265653e+02,1.043978371203e+02,1.110531457696e+00
317,9.794316258334e+02,1.050695481612e+02,1.117676780453e+00
318,9.941420526071e+02,1.053708458036e+02,1.120881832581e+00
319,9.900694975845e+02,1.121896157726e+02,1.193416463204e+00
320,9.796113075547e+02,9.403601978826e+01,1.000307678894e+00
321,8.875087249442e+02,8.772736553960e+01,9.331994016335e-01
322,9.065970465418e+02,9.224245284647e+01,9.812286197364e-01
323,9.826141992045e+02,9.891733545350e+01,1.052232649283e+00
324,9.889898074811e+02,1.072201900852e+02,1.140554222905e+00
325,9.907205152287e+02,1.011524160852e+02,1.076008308057e+00
326,9.822387965614e+02,9.572020651085e+01,1.018223206530e+00
327,9.865222230551e+02,1.015915954074e+02,1.080680075847e+00
328,9.164335135348e+02,8.798970639352e+01,9.359900511235e-01
329,9.359191474558e+02,9.443752368883e+01,1.004578674580e+00
330,9.741316500769e+02,9.569034856949e+01,1.017905592832e+00
331,9.701665737357e+02,1.030197974770e+02,1.095872568047e+00
332,9.835264359838e+02,1.072236821554e+02,1.140591369784e+00
333,9.587466559157e+02,9.946110724890e+01,1.058017018972e+00
334,9.639556615537e+02,1.038796973369e+02,1.105019748404e+00
335,9.134022123080e+02,8.169147747603e+01,8.689926732700e-01
336,9.198924751096e+02,8.467221793371e+01,9.007002846228e-01
337,8.392814600667e+02,7.507979219201e+01,7.986609049228e-01
338,9.279756483367e+02,9.475702710006e+01,1.007977390481e+00
339,9.046406477878e+02,8.732300643619e+01,9.288980337420e-01
340,9.363977562682e+02,9.024392157597e+01,9.599692535820e-01
341,8.355110094016e+02,7.964389410588e+01,8.472115156566e-01
342,8.741497828098e+02,8.275586673672e+01,8.803151085793e-01
343,8.033035568367e+02,7.344410855563e+01,7.812613286180e-01
344,8.877334690254e+02,8.826312484196e+01,9.388985384685e-01
345,9.237023060268e+02,9.167977907197e+01,9.752431803419e-01
346,9.165503001574e+02,8.745209003801e+01,9.302711598952e-01
347,9.205132239602e+02,9.532993423631e+01,1.014071687208e+00
348,8.817353289843e+02,8.314702778911e+01,8.844760822708e-01
349,8.993290154916e+02,8.135074035043e+01,8.653680838415e-01
350,9.117382674969e+02,7.779813208335e+01,8.275772315950e-01
351,9.702566832078e+02,9.932904942262e+01,1.056612254521e+00
352,9.849461755109e+02,1.013422545871e+02,1.078027714147e+00
353,9.756492118189e+02,1.042446170240e+02,1.108901579706e+00
354,9.539671740457e+02,9.113918607472e+01,9.694926251023e-01
355,9.775094865966e+02,9.533801910166e+01,1.014157689922e+00
356,8.993072334180e+02,8.195909327076e+01,8.718394349159e-01
357,9.049757544878e+02,8.173752973935e+01,8.694825539852e-01
358,9.800800435546e+02,1.005811893001e+02,1.069931886055e+00
359,9.781234210223e+02,1.052563956797e+02,1.119664369975e+00
360,9.845518194261e+02,1.050625449630e+02,1.117602283968e+00
361,9.882302651246e+02,1.044081666329e+02,1.110641337834e+00
362,9.724796615777e+02,1.020007763163e+02,1.085032735670e+00
363,9.175242481393e+02,9.130819236863e+01,9.712904286882e-01
364,9.187664371394e+02,8.875436607746e+01,9.441241145952e-01
365,9.744584327364e+02,1.054253088198e+02,1.121461182637e+00
366,9.815332663047e+02,1.049639872618e+02,1.116553876926e+00
367,9.855681828073e+02,1.039428907641e+02,1.105691968162e+00
368,9.933325534314e+02,1.117705649402e+02,1.188958812121e+00
369,9.749345512928e+02,9.419511950986e+01,1.002000101368e+00
370,8.871369803398e+02,8.769167656693e+01,9.328197603695e-01
371,9.287605969212e+02,9.484377401562e+01,1.008900160351e+00
372,9.735672993152e+02,9.778492126378e+01,1.040186599140e+00
373,9.900887644851e+02,1.071448047539e+02,1.139752311829e+00
374,9.684765913721e+02,9.944808247613e+01,1.057878468018e+00
375,9.829963403558e+02,9.609641850706e+01,1.022225159713e+00
376,9.548550118576e+02,9.832560879798e+01,1.045938160016e+00
377,9.503491517039e+02,9.183756515821e+01,9.769216290263e-01
378,8.716434634322e+02,8.812013960564e+01,9.373775337494e-01
379,9.617759766906e+02,9.396509507153e+01,9.995532175830e-01
380,9.815079307077e+02,1.041599122897e+02,1.108000533529e+00
381,9.815076266553e+02,1.063873099297e+02,1.131694464517e+00
382,9.737973506373e+02,1.014213196751e+02,1.078868768616e+00
383,9.698665462111e+02,1.050806635761e+02,1.117795020622e+00
384,9.197579327113e+02,8.262630731854e+01,8.789369209319e-01
385,8.748465243556e+02,8.082092399384e+01,8.597321650618e-01
386,9.389338779393e+02,8.404006407707e+01,8.939757512104e-01
387,9.223654891013e+02,9.478237956584e+01,1.008247077206e+00
388,9.253528499135e+02,8.852494599526e+01,9.416836596459e-01
389,9.116701589108e+02,8.775353848557e+01,9.334778162122e-01
390,8.452501970510e+02,8.050089814785e+01,8.563278917640e-01
391,8.586434220591e+02,8.133092560558e+01,8.651573045946e-01
392,8.182157762256e+02,7.454871067800e+01,7.930115280375e-01
393,9.359999369083e+02,9.304518336592e+01,9.897676615259e-01
394,9.089280822243e+02,9.032142727180e+01,9.607937200244e-01
395,8.399962601720e+02,7.987517857549e+01,8.496718030176e-01
396,9.098676151341e+02,9.411336299549e+01,1.001130416865e+00
397,8.952757272565e+02,8.428686519506e+01,8.966010968390e-01
398,7.969648706402e+02,7.203168620508e+01,7.662366930977e-01
399,9.337700785019e+02,7.818683788819e+01,8.317120876033e-01
400,9.587604034644e+02,9.951096154170e+01,1.058547343756e+00
401,9.696057570091e+02,9.927472825939e+01,1.056034413426e+00
402,9.673138799065e+02,1.037582996028e+02,1.103728380629e+00
403,9.761491819540e+02,9.323787440068e+01,9.918174114214e-01
404,9.816019383403e+02,9.640450912888e+01,1.025502472125e+00
405,8.685114463724e+02,7.871235213348e+01,8.373022426962e-01
406,9.080837571641e+02,8.147042259050e+01,8.666412030573e-01
407,9.796059534454e+02,1.013233795142e+02,1.077826930657e+00
408,9.833397809874e+02,1.057531056512e+02,1.124948119753e+00
409,9.878178716446e+02,1.050680633221e+02,1.117660985485e+00
410,9.663574327772e+02,1.019203418589e+02,1.084177114542e+00
411,9.707301186826e+02,1.019993306217e+02,1.085017357101e+00
412,9.296868353879e+02,9.317592329225e+01,9.911584068226e-01
413,9.090974718261e+02,8.860448220637e+01,9.425297256841e-01
414,9.454746358681e+02,1.023925084550e+02,1.089199784288e+00
415,9.789718619726e+02,1.050077170287e+02,1.117019052098e+00
416,9.746364637643e+02,1.033764008632e+02,1.099665934742e+00
417,9.885693709115e+02,1.111531595044e+02,1.182391164960e+00
418,9.706886953396e+02,9.370440108703e+01,9.967800866580e-01
419,9.018105538856e+02,8.865403179009e+01,9.430568091272e-01
420,8.760807321316e+02,8.922121901575e+01,9.490902603353e-01
421,9.811505603164e+02,9.838512562728e+01,1.046571269983e+00
422,9.888994502995e+02,1.073829217850e+02,1.142285280529e+00
423,9.888698512500e+02,1.003817931342e+02,1.067810810362e+00
424,9.849666723021e+02,9.600982781970e+01,1.021304051720e+00
425,9.864268616031e+02,1.011161660006e+02,1.075622697967e+00
426,9.186098465075e+02,8.890051467699e+01,9.456787695743e-01
427,8.313030405882e+02,8.397022927150e+01,8.932328838237e-01
428,9.396515404297e+02,9.150175451819e+01,9.733494450628e-01
429,9.385026497757e+02,9.954701283161e+01,1.058930839168e+00
430,9.601399909991e+02,1.037632246188e+02,1.103780770461e+00
431,9.557616322135e+02,9.872410509066e+01,1.050177162288e+00
432,9.765441990910e+02,1.054123662875e+02,1.121323506516e+00
433,8.716138117575e+02,7.817016466003e+01,8.315347262242e-01
434,8.435141404191e+02,7.790623213957e+01,8.287271453895e-01
